48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x11	0.00	0.03	0.42	0.37	0.02	0.84	0.17
x12	1.00	0.06	0.46	0.23	0.35	0.00	0.42
x13	0.00	0.04	0.16	0.47	0.31	0.09	0.20
x14	0.00	0.06	0.54	0.74	0.36	0.35	0.34
x15	0.00	0.07	0.46	0.86	0.51	0.01	0.38
x16	0.00	0.03	0.48	0.26	0.02	0.16	0.16
x17	0.00	0.16	0.38	0.98	1.00	0.00	0.50
x18	0.00	0.68	0.14	1.00	0.25	0.02	0.41
x19	0.00	0.28	0.47	1.00	0.27	0.07	0.40
x20	0.00	0.73	0.09	1.00	0.15	0.98	0.39
x21	0.00	0.11	0.11	0.30	0.01	0.20	0.11
x22	0.00	0.06	0.43	0.88	0.29	0.99	0.33
x23	0.00	0.53	0.82	0.91	0.27	0.88	0.51
x24	0.00	0.05	0.16	0.21	0.13	0.05	0.11
x25	0.00	0.04	0.02	0.72	0.22	0.64	0.20
x26	0.00	0.04	0.12	0.49	0.46	0.43	0.22
x27	0.00	0.14	0.03	0.84	0.89	0.57	0.38
x28	0.00	0.08	0.08	0.58	0.18	1.00	0.18
x29	0.00	0.07	0.22	0.95	0.11	0.12	0.27
x30	0.13	0.00	0.05	0.05	0.03	0.24	0.05
x31	0.00	0.00	0.22	0.12	0.03	0.86	0.07
x32	0.00	0.00	0.07	0.00	0.00	0.90	0.01
x33	0.14	0.00	0.04	0.02	0.00	0.20	0.04
x34	0.28	0.00	0.16	0.09	0.05	0.12	0.12
x35	0.18	0.01	0.07	0.14	0.03	0.26	0.09
x36	0.00	0.01	0.32	0.07	0.05	0.30	0.09
x37	0.00	0.01	0.16	0.16	0.12	0.17	0.09
x38	0.00	0.04	0.04	0.77	0.45	0.80	0.26
x39	0.00	0.11	0.33	0.53	0.65	0.58	0.32
x40	0.00	0.09	0.09	0.56	0.33	0.54	0.21
x41	0.00	0.02	0.06	0.19	0.23	0.58	0.10
x42	0.00	0.07	0.09	0.42	0.31	0.05	0.18
x43	0.00	0.74	0.36	1.00	0.09	0.55	0.44
x44	0.00	1.00	0.00	1.00	0.30	0.19	0.46
x45	0.00	0.41	0.23	0.81	0.06	0.38	0.30
x46	0.00	0.56	0.14	0.79	0.12	0.18	0.32
x47	0.00	0.63	0.30	0.93	0.20	0.96	0.41
48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.06	0.05	0.47	0.31	0.00	0.18
x1	1.00	0.11	0.04	0.58	0.53	0.00	0.45
x2	0.00	0.13	1.00	0.72	0.58	0.00	0.49
x3	0.28	0.15	0.03	0.60	0.52	0.00	0.32
x4	0.77	0.13	0.70	0.74	0.64	0.00	0.60
x5	0.57	0.07	0.06	0.49	0.38	0.00	0.31
x6	0.00	0.17	0.10	0.70	0.41	0.04	0.28
x7	0.00	0.00	0.00	0.00	0.10	0.01	0.02
x8	0.00	0.88	0.01	1.00	0.10	0.07	0.40
x9	0.00	0.85	0.02	0.98	0.32	0.11	0.43
x10	0.00	0.77	0.01	1.00	0.28	0.37	0.41
x11	0.00	0.44	0.00	0.86	0.31	0.00	0.32
x12	0.00	0.01	0.00	0.07	0.02	0.05	0.02
x13	0.00	0.01	0.00	0.12	0.05	0.27	0.04
x14	0.00	0.00	0.00	0.02	0.04	0.12	0.01
x15	0.00	0.01	0.00	0.16	0.05	0.66	0.04
x16	0.00	0.05	0.00	0.19	0.54	0.00	0.16
x17	0.00	0.01	0.00	0.09	0.05	0.47	0.03
x18	0.00	0.33	0.01	0.84	0.06	0.05	0.25
x19	0.00	0.48	0.01	0.51	0.00	0.02	0.20
x20	0.00	0.91	0.01	0.95	0.16	0.61	0.41
x21	0.00	0.43	0.00	1.00	0.26	0.79	0.34
x22	0.00	0.48	0.00	0.88	0.11	0.00	0.29
x23	0.00	0.62	0.00	0.81	0.05	0.01	0.30
x24	0.00	0.22	0.00	0.37	0.45	0.00	0.21
x25	0.00	0.52	0.00	0.93	0.93	0.00	0.48
x26	0.00	0.44	0.02	0.65	1.00	0.10	0.42
x27	0.00	0.01	0.02	0.14	0.17	0.00	0.07
x28	0.00	0.15	0.01	0.67	0.34	0.14	0.23
x29	0.00	0.11	0.00	0.42	0.27	0.32	0.16
x30	0.44	0.03	0.01	0.33	0.13	0.01	0.19
x31	0.40	0.00	0.00	0.05	0.05	0.00	0.10
x32	0.00	0.02	0.00	0.26	0.11	0.72	0.08
x33	0.01	0.02	0.00	0.30	0.08	0.78	0.08
x34	0.47	0.01	0.02	0.23	0.06	0.00	0.16
x35	0.30	0.01	0.00	0.21	0.05	0.01	0.11
x36	0.00	0.17	0.01	0.35	0.32	0.05	0.17
x37	0.00	0.22	0.01	0.91	0.35	0.66	0.30
x38	0.00	0.05	0.00	0.28	0.38	0.95	0.14
x39	0.00	0.29	0.02	0.63	0.52	1.00	0.29
x40	0.00	0.14	0.00	0.53	0.04	0.24	0.14
x41	0.00	0.22	0.00	0.56	0.11	0.21	0.18
x42	0.00	0.11	0.00	0.40	0.67	0.30	0.24
x43	0.00	0.47	0.00	0.44	0.10	0.67	0.20
x44	0.00	1.00	0.02	1.00	0.25	0.30	0.45
x45	0.00	0.69	0.00	1.00	0.03	0.88	0.34
x46	0.00	0.76	0.01	0.79	0.34	0.24	0.38
x47	0.00	0.73	0.00	0.77	0.14	0.70	0.33
48
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
