64
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.01	1.00	0.37	0.57	0.00	0.39
x1	0.00	0.02	0.37	0.59	0.82	0.00	0.36
x2	0.00	0.02	0.16	0.47	0.67	0.00	0.26
x3	0.08	0.01	0.79	0.32	0.33	0.11	0.31
x4	0.00	0.02	0.55	0.51	0.66	0.00	0.35
x5	1.00	0.02	0.16	0.49	0.70	0.00	0.47
x6	0.00	0.01	0.68	0.29	0.43	0.00	0.28
x7	0.00	0.00	0.06	0.00	0.19	0.57	0.05
x8	0.00	0.08	0.02	0.80	1.00	0.03	0.38
x9	0.00	0.04	0.11	0.22	0.00	0.05	0.07
x10	0.00	0.29	0.09	0.95	0.44	0.85	0.35
x11	0.00	0.28	0.04	0.93	0.25	0.00	0.30
x12	0.00	0.64	0.00	1.00	0.06	0.00	0.34
x13	0.00	0.71	0.06	1.00	0.09	0.02	0.37
x14	0.00	0.30	0.09	0.88	0.04	0.05	0.26
x15	0.00	0.06	0.01	0.66	0.40	0.04	0.23
x16	0.00	0.01	0.15	0.17	0.64	0.00	0.19
x17	0.13	0.07	0.09	0.76	0.61	0.00	0.33
x18	0.00	0.08	0.08	0.73	0.66	0.18	0.31
x19	0.00	0.01	0.05	0.20	0.26	0.01	0.10
x20	0.00	0.07	0.04	0.68	0.03	0.08	0.16
x21	0.00	0.01	0.03	0.12	0.61	0.13	0.15
x22	0.00	0.05	0.01	0.56	0.06	0.01	0.14
x23	0.00	0.03	0.14	0.53	0.27	0.02	0.19
x24	0.00	0.00	0.09	0.10	0.29	0.20	0.10
x25	0.00	0.37	0.23	0.92	0.27	0.08	0.36
x26	0.00	0.78	0.04	0.98	0.00	0.01	0.36
x27	0.00	0.99	0.02	1.00	0.47	0.00	0.50
x28	0.00	0.30	0.10	1.00	0.23	0.01	0.33
x29	0.00	0.29	0.00	0.41	0.03	0.09	0.15
x30	0.00	0.01	0.05	0.90	0.19	0.01	0.23
x31	0.00	0.11	0.05	0.31	0.24	0.04	0.14
x32	0.00	0.07	0.02	0.85	0.47	0.06	0.28
