40
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.06	0.67	0.60	0.40	0.00	0.35
x1	0.00	0.03	0.30	0.37	0.19	0.00	0.18
x2	0.00	0.07	1.00	0.63	0.43	0.00	0.43
x3	1.00	0.08	0.63	0.54	0.45	0.00	0.54
x4	0.00	0.03	0.42	0.31	0.18	0.00	0.19
x5	0.00	0.10	0.08	0.86	0.46	0.09	0.30
x6	0.00	0.13	0.03	0.89	0.30	0.00	0.27
x7	0.00	0.59	0.08	1.00	0.16	0.05	0.37
x8	0.00	0.98	0.21	0.97	0.36	0.01	0.50
x9	0.00	0.80	0.06	0.94	0.23	0.00	0.41
x10	0.00	0.13	0.12	0.71	0.38	0.00	0.27
x11	0.00	0.07	0.11	0.43	0.16	0.00	0.15
x12	0.00	0.13	0.08	0.83	0.09	0.01	0.23
x13	0.00	0.13	0.20	0.57	0.01	0.01	0.18
x14	0.00	0.01	0.08	0.06	0.20	0.05	0.07
x15	0.00	0.04	0.04	0.29	0.14	0.00	0.10
x16	0.00	0.36	0.17	1.00	0.05	0.01	0.32
x17	0.00	0.09	0.13	0.40	0.09	0.00	0.14
x18	0.00	0.46	0.06	0.91	0.02	0.00	0.29
x19	0.00	1.00	0.10	1.00	0.04	0.01	0.43
x20	0.00	0.05	0.04	0.51	0.25	0.04	0.17
x21	0.00	0.24	0.03	0.69	0.53	0.08	0.30
x22	0.00	0.28	0.04	0.66	1.00	0.05	0.40
x23	0.00	0.01	0.03	0.11	0.23	0.37	0.08
x24	0.00	0.21	0.02	0.74	0.31	0.70	0.26
x25	0.74	0.01	0.03	0.09	0.11	0.00	0.20
x26	0.64	0.01	0.06	0.23	0.12	0.01	0.21
x27	0.80	0.01	0.04	0.26	0.12	0.00	0.25
x28	0.71	0.01	0.07	0.14	0.11	0.00	0.21
x29	0.36	0.00	0.04	0.03	0.06	0.03	0.10
x30	0.00	0.04	0.00	0.49	0.20	0.32	0.15
x31	0.00	0.00	0.05	0.00	0.04	0.86	0.02
x32	0.00	0.06	0.04	0.46	0.34	0.32	0.18
x33	0.00	0.27	0.02	0.80	0.61	0.23	0.34
x34	0.00	0.23	0.04	0.77	0.34	0.54	0.28
x35	0.00	0.07	0.01	0.17	0.47	0.76	0.14
x36	0.00	0.04	0.00	0.20	0.21	0.52	0.09
x37	0.00	0.05	0.06	0.34	0.00	0.70	0.09
x38	0.00	0.74	0.01	1.00	0.05	1.00	0.36
x39	0.00	0.99	0.07	1.00	0.00	0.85	0.41
40
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.01	0.26	0.34	0.19	0.94	0.16
x1	0.00	0.04	0.33	0.49	0.58	0.14	0.29
x2	0.00	0.04	1.00	0.51	0.86	0.01	0.48
x3	0.00	0.06	0.22	0.71	1.00	0.03	0.40
x4	0.00	0.02	0.26	0.40	0.25	0.37	0.19
x5	0.00	0.04	0.23	0.80	0.04	0.94	0.22
x6	0.00	0.14	0.15	0.89	0.00	0.01	0.24
x7	0.00	0.10	0.12	0.91	0.49	0.65	0.32
x8	0.00	0.15	0.62	0.57	0.11	0.15	0.29
x9	0.00	0.06	0.14	0.94	0.02	0.04	0.23
x10	0.00	0.01	0.38	0.23	0.22	0.11	0.17
x11	0.00	0.01	0.22	0.11	0.20	0.17	0.11
x12	0.00	0.01	0.08	0.26	0.21	0.10	0.11
x13	0.00	0.01	0.28	0.14	0.18	0.23	0.12
x14	0.00	0.01	0.17	0.17	0.18	0.43	0.11
x15	0.00	0.16	0.27	0.86	0.31	0.01	0.32
x16	0.00	0.92	0.44	1.00	0.90	0.91	0.65
x17	0.00	0.42	0.21	0.97	0.07	0.15	0.33
x18	0.00	0.01	0.06	0.29	0.24	0.15	0.12
x19	0.00	0.72	0.20	1.00	0.39	1.00	0.46
x20	0.00	0.05	0.07	0.46	0.46	0.36	0.21
x21	0.00	0.04	0.06	0.69	0.03	0.53	0.16
x22	0.00	0.09	0.11	0.77	0.03	0.88	0.20
x23	0.00	0.16	0.03	0.60	0.46	0.36	0.25
x24	0.00	0.12	0.10	0.63	0.12	0.62	0.19
x25	1.00	0.01	0.18	0.09	0.16	0.00	0.29
x26	0.00	0.04	0.13	0.54	0.41	0.23	0.22
x27	0.13	0.00	0.05	0.06	0.04	0.20	0.06
x28	0.36	0.00	0.09	0.00	0.03	0.02	0.10
x29	0.00	0.01	0.04	0.31	0.06	0.82	0.08
x30	0.00	0.05	0.17	0.43	0.32	0.60	0.19
x31	0.00	0.01	0.08	0.37	0.26	0.89	0.14
x32	0.00	0.12	0.00	0.74	0.53	0.41	0.28
x33	0.00	0.05	0.20	0.20	0.26	0.39	0.14
x34	0.00	0.13	0.09	0.66	0.28	0.51	0.23
x35	0.00	0.06	0.16	0.83	0.12	0.01	0.23
x36	0.00	0.01	0.06	0.03	0.61	0.01	0.14
x37	0.00	0.34	0.04	1.00	0.87	0.15	0.45
x38	0.00	1.00	0.09	1.00	0.28	0.36	0.47
x39	0.00	0.96	0.07	1.00	0.50	0.07	0.51
40
	Lasso		Lin		RF		RFE		Ridge		p_val		Mean
x0	0.00	0.09	0.24	0.89	0.70	0.00	0.38
x1	0.28	0.05	0.27	0.66	0.43	0.00	0.34
x2	0.84	0.11	0.20	0.91	0.90	0.00	0.59
x3	1.00	0.13	0.78	0.94	1.00	0.00	0.77
x4	0.64	0.07	0.55	0.51	0.50	0.00	0.45
x5	0.00	0.06	0.05	0.31	0.05	0.00	0.09
x6	0.00	0.08	0.01	0.80	0.33	0.00	0.24
x7	0.00	0.01	0.10	0.06	0.04	0.00	0.04
